,Precinct,OfnsDesc,CrimeCount
55,5,BURGLARY,97
56,5,OFF. AGNST PUB ORD SENSBLTY &,19
57,5,GRAND LARCENY OF MOTOR VEHICLE,16
58,5,MURDER & NON-NEGL. MANSLAUGHTER,37
59,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,278
60,5,ROBBERY,205
61,5,ASSAULT 3 & RELATED OFFENSES,288
62,5,MOVING INFRACTIONS,3
63,5,VEHICLE AND TRAFFIC LAWS,291
64,5,OTHER STATE LAWS,282
65,5,DISORDERLY CONDUCT,40
66,5,THEFT-FRAUD,43
67,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,45
68,5,INTOXICATED & IMPAIRED DRIVING,31
69,5,OTHER OFFENSES RELATED TO THEFT,309
70,5,CHILD ABANDONMENT/NON SUPPORT 1,3
71,5,OFFENSES AGAINST THE PERSON,30
72,5,CRIMINAL MISCHIEF & RELATED OFFENSES,205
73,5,SEX CRIMES,30
74,5,PETIT LARCENY,318
75,5,KIDNAPPING & RELATED OFFENSES,4
76,5,MISCELLANEOUS PENAL LAW,254
77,5,PROSTITUTION & RELATED OFFENSES,49
78,5,POSSESSION OF STOLEN PROPERTY 5,22
79,5,JOSTLING,5
80,5,HARRASSMENT 2,5
81,5,FRAUDULENT ACCOSTING,5
82,5,F.C.A. P.I.N.O.S.,404
83,5,OTHER TRAFFIC INFRACTION,69
84,5,POSSESSION OF STOLEN PROPERTY,20
85,5,INTOXICATED/IMPAIRED DRIVING,4
86,5,GAMBLING,14
87,5,CRIMINAL MISCHIEF & RELATED OF,2
88,5,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
89,5,BURGLAR'S TOOLS,13
90,5,FORCIBLE TOUCHING,8
91,5,ANTICIPATORY OFFENSES,7
92,5,OTHER STATE LAWS (NON PENAL LA,7
93,5,OFFENSES INVOLVING FRAUD,181
94,5,ADMINISTRATIVE CODE,12
95,5,ARSON,1
96,5,FORGERY,137
97,5,FELONY ASSAULT,165
98,5,CRIMINAL TRESPASS,138
99,5,ESCAPE 3,1
100,5,DANGEROUS WEAPONS,110
101,6,MISCELLANEOUS PENAL LAW,34
102,6,F.C.A. P.I.N.O.S.,2
103,6,OTHER OFFENSES RELATED TO THEFT,262
104,6,INTOXICATED/IMPAIRED DRIVING,1
105,6,OTHER STATE LAWS (NON PENAL LAW),27
106,6,OFFENSES AGAINST PUBLIC ADMINISTRATION,84
107,6,OFFENSES AGAINST THE PERSON,11
108,6,PROSTITUTION & RELATED OFFENSES,10
109,6,ASSAULT 3 & RELATED OFFENSES,257
110,6,OFFENSES INVOLVING FRAUD,3
111,6,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,30
112,6,GRAND LARCENY,146
113,6,RAPE,2
114,6,FRAUDULENT ACCOSTING,2
115,6,INTOXICATED & IMPAIRED DRIVING,145
116,6,GRAND LARCENY OF MOTOR VEHICLE,2
117,6,POSSESSION OF STOLEN PROPERTY,21
118,6,POSSESSION OF STOLEN PROPERTY 5,20
119,6,HARRASSMENT 2,2
120,6,FORCIBLE TOUCHING,8
121,6,FRAUDS,2
122,6,SEX CRIMES,11
123,6,OTHER STATE LAWS (NON PENAL LA,6
124,6,ROBBERY,152
125,6,PETIT LARCENY,359
126,6,BURGLARY,55
127,6,JOSTLING,4
128,6,DANGEROUS WEAPONS,99
129,6,ADMINISTRATIVE CODE,11
130,6,MURDER & NON-NEGL. MANSLAUGHTER,1
131,6,VEHICLE AND TRAFFIC LAWS,180
132,6,OFF. AGNST PUB ORD SENSBLTY &,4
133,6,DISORDERLY CONDUCT,6
134,6,FORGERY,37
135,6,OTHER TRAFFIC INFRACTION,15
136,6,CRIMINAL TRESPASS,90
137,6,CRIMINAL MISCHIEF & RELATED OFFENSES,110
138,6,BURGLAR'S TOOLS,26
139,6,OTHER STATE LAWS,88
140,6,THEFT-FRAUD,3
141,6,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),3
142,6,DANGEROUS DRUGS,414
143,6,ARSON,1
144,6,FELONY ASSAULT,104
145,7,BURGLAR'S TOOLS,12
146,7,MURDER & NON-NEGL. MANSLAUGHTER,5
147,7,ASSAULT 3 & RELATED OFFENSES,379
148,7,VEHICLE AND TRAFFIC LAWS,167
149,7,F.C.A. P.I.N.O.S.,3
150,7,GRAND LARCENY OF MOTOR VEHICLE,3
151,7,OFFENSES AGAINST THE PERSON,4
152,7,RAPE,7
153,7,DISORDERLY CONDUCT,3
154,7,OFF. AGNST PUB ORD SENSBLTY &,20
155,7,PETIT LARCENY,166
156,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),4
157,7,OFFENSES AGAINST PUBLIC ADMINISTRATION,119
158,7,GAMBLING,8
159,7,DANGEROUS DRUGS,638
160,7,OFFENSES INVOLVING FRAUD,17
161,7,CRIMINAL MISCHIEF & RELATED OFFENSES,191
162,7,MOVING INFRACTIONS,1
163,7,INTOXICATED/IMPAIRED DRIVING,2
164,7,FRAUDS,1
165,7,ENDAN WELFARE INCOMP,1
166,7,OTHER TRAFFIC INFRACTION,13
167,7,DANGEROUS WEAPONS,97
168,7,CRIMINAL MISCHIEF & RELATED OF,1
169,7,INTOXICATED & IMPAIRED DRIVING,37
170,7,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,37
171,7,MISCELLANEOUS PENAL LAW,98
172,7,CRIMINAL TRESPASS,184
173,7,FRAUDULENT ACCOSTING,14
174,7,FORCIBLE TOUCHING,5
175,7,POSSESSION OF STOLEN PROPERTY,9
176,7,FORGERY,42
177,7,ADMINISTRATIVE CODE,2
178,7,FELONY ASSAULT,128
179,7,THEFT-FRAUD,8
180,7,POSSESSION OF STOLEN PROPERTY 5,12
181,7,OTHER OFFENSES RELATED TO THEFT,142
182,7,OTHER STATE LAWS,24
183,7,SEX CRIMES,19
184,7,PROSTITUTION & RELATED OFFENSES,2
185,7,OTHER STATE LAWS (NON PENAL LA,10
186,7,BURGLARY,24
187,7,OTHER STATE LAWS (NON PENAL LAW),12
188,7,ROBBERY,76
189,7,GRAND LARCENY,115
190,9,ADMINISTRATIVE CODE,4
191,9,OTHER STATE LAWS,47
192,9,FRAUDS,10
193,9,FELONY ASSAULT,136
194,9,OTHER OFFENSES RELATED TO THEFT,262
195,9,POSSESSION OF STOLEN PROPERTY 5,11
196,9,POSSESSION OF STOLEN PROPERTY,11
197,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,30
198,9,INTOXICATED/IMPAIRED DRIVING,3
199,9,OFFENSES AGAINST THE PERSON,9
200,9,FORCIBLE TOUCHING,7
201,9,DISORDERLY CONDUCT,6
202,9,OFF. AGNST PUB ORD SENSBLTY &,24
203,9,CHILD ABANDONMENT/NON SUPPORT 1,1
204,9,CRIMINAL MISCHIEF & RELATED OF,1
205,9,SEX CRIMES,20
206,9,HARRASSMENT 2,2
207,9,OTHER STATE LAWS (NON PENAL LA,3
208,9,LOITERING FOR DRUG PURPOSES,2
209,9,BURGLAR'S TOOLS,18
210,9,THEFT-FRAUD,2
211,9,JOSTLING,1
212,9,ALCOHOLIC BEVERAGE CONTROL LAW,1
213,9,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),7
214,9,DANGEROUS WEAPONS,110
215,9,INTOXICATED & IMPAIRED DRIVING,17
216,9,RAPE,2
217,9,MURDER & NON-NEGL. MANSLAUGHTER,15
218,9,ROBBERY,92
219,9,OFFENSES INVOLVING FRAUD,15
220,9,MISCELLANEOUS PENAL LAW,98
221,9,VEHICLE AND TRAFFIC LAWS,98
222,9,CRIMINAL MISCHIEF & RELATED OFFENSES,184
223,9,GRAND LARCENY OF MOTOR VEHICLE,6
224,9,CRIMINAL TRESPASS,210
225,9,GAMBLING,2
226,9,ARSON,2
227,9,FRAUDULENT ACCOSTING,3
228,9,FORGERY,55
229,9,ASSAULT 3 & RELATED OFFENSES,371
230,9,PROSTITUTION & RELATED OFFENSES,23
231,9,OTHER TRAFFIC INFRACTION,22
232,9,OTHER STATE LAWS (NON PENAL LAW),22
233,9,F.C.A. P.I.N.O.S.,7
234,9,BURGLARY,68
235,9,DANGEROUS DRUGS,811
236,9,PETIT LARCENY,287
237,9,MOVING INFRACTIONS,2
238,9,OFFENSES RELATED TO CHILDREN,5
239,9,GRAND LARCENY,168
240,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,136
241,10,JOSTLING,3
242,10,MISCELLANEOUS PENAL LAW,56
243,10,CRIMINAL TRESPASS,168
244,10,OTHER STATE LAWS,39
245,10,LOITERING FOR DRUG PURPOSES,1
246,10,RAPE,1
247,10,F.C.A. P.I.N.O.S.,150
248,10,OTHER TRAFFIC INFRACTION,61
249,10,PETIT LARCENY,157
250,10,FORCIBLE TOUCHING,3
251,10,FELONY ASSAULT,98
252,10,GRAND LARCENY,148
253,10,MOVING INFRACTIONS,3
254,10,FRAUDS,2
255,10,BURGLARY,43
256,10,NEW YORK CITY HEALTH CODE,2
257,10,ANTICIPATORY OFFENSES,1
258,10,CRIMINAL MISCHIEF & RELATED OF,1
259,10,OTHER OFFENSES RELATED TO THEFT,262
260,10,ROBBERY,76
261,10,MURDER & NON-NEGL. MANSLAUGHTER,3
262,10,ASSAULT 3 & RELATED OFFENSES,246
263,10,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),3
264,10,DANGEROUS WEAPONS,48
265,10,CRIMINAL MISCHIEF & RELATED OFFENSES,75
266,10,OFFENSES AGAINST PUBLIC ADMINISTRATION,73
267,10,FORGERY,46
268,10,INTOXICATED & IMPAIRED DRIVING,153
269,10,GAMBLING,6
270,10,DANGEROUS DRUGS,479
271,10,OTHER STATE LAWS (NON PENAL LA,4
272,10,VEHICLE AND TRAFFIC LAWS,308
273,10,PROSTITUTION & RELATED OFFENSES,19
274,10,ADMINISTRATIVE CODE,5
275,10,OFF. AGNST PUB ORD SENSBLTY &,16
276,10,OFFENSES INVOLVING FRAUD,4
277,10,DISORDERLY CONDUCT,5
278,10,OFFENSES AGAINST THE PERSON,10
279,10,POSSESSION OF STOLEN PROPERTY,22
280,10,OTHER STATE LAWS (NON PENAL LAW),21
281,10,INTOXICATED/IMPAIRED DRIVING,8
282,10,SEX CRIMES,13
283,10,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,24
284,10,POSSESSION OF STOLEN PROPERTY 5,14
285,10,THEFT-FRAUD,6
286,10,BURGLAR'S TOOLS,7
287,10,GRAND LARCENY OF MOTOR VEHICLE,6
288,10,FRAUDULENT ACCOSTING,6
289,13,BURGLAR'S TOOLS,59
290,13,DANGEROUS WEAPONS,184
291,13,OTHER STATE LAWS (NON PENAL LA,47
292,13,OFFENSES AGAINST PUBLIC ADMINISTRATION,93
293,13,DANGEROUS DRUGS,518
294,13,FORGERY,84
295,13,FRAUDS,6
296,13,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),3
297,13,THEFT-FRAUD,5
298,13,OTHER STATE LAWS (NON PENAL LAW),99
299,13,OTHER TRAFFIC INFRACTION,18
300,13,MISCELLANEOUS PENAL LAW,59
301,13,DISORDERLY CONDUCT,5
302,13,GRAND LARCENY OF MOTOR VEHICLE,2
303,13,OFFENSES AGAINST PUBLIC SAFETY,2
304,13,RAPE,2
305,13,HARRASSMENT 2,2
306,13,OFFENSES INVOLVING FRAUD,23
307,13,VEHICLE AND TRAFFIC LAWS,80
308,13,ROBBERY,67
309,13,GRAND LARCENY,236
310,13,INTOXICATED/IMPAIRED DRIVING,2
311,13,BURGLARY,69
312,13,JOSTLING,2
313,13,ADMINISTRATIVE CODE,20
314,13,GAMBLING,3
315,13,OFF. AGNST PUB ORD SENSBLTY &,18
316,13,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,68
317,13,ARSON,2
318,13,F.C.A. P.I.N.O.S.,5
319,13,CRIMINAL MISCHIEF & RELATED OF,6
320,13,POSSESSION OF STOLEN PROPERTY 5,43
321,13,FORCIBLE TOUCHING,35
322,13,PETIT LARCENY,737
323,13,OFFENSES AGAINST THE PERSON,33
324,13,FRAUDULENT ACCOSTING,9
325,13,ASSAULT 3 & RELATED OFFENSES,304
326,13,INTOXICATED & IMPAIRED DRIVING,44
327,13,FELONY ASSAULT,115
328,13,ADMINISTRATIVE CODES,1
329,13,OTHER STATE LAWS,175
330,13,POSSESSION OF STOLEN PROPERTY,33
331,13,OTHER OFFENSES RELATED TO THEFT,968
332,13,MURDER & NON-NEGL. MANSLAUGHTER,6
333,13,NEW YORK CITY HEALTH CODE,1
334,13,CRIMINAL TRESPASS,102
335,13,SEX CRIMES,40
336,13,CRIMINAL MISCHIEF & RELATED OFFENSES,102
337,13,MOVING INFRACTIONS,3
338,13,PROSTITUTION & RELATED OFFENSES,7
339,14,CRIMINAL TRESPASS,181
340,14,NEW YORK CITY HEALTH CODE,10
341,14,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,144
342,14,OFF. AGNST PUB ORD SENSBLTY &,22
343,14,OFFENSES AGAINST PUBLIC SAFETY,1
344,14,ENDAN WELFARE INCOMP,1
345,14,ARSON,1
346,14,DANGEROUS DRUGS,1248
347,14,FELONY ASSAULT,156
348,14,OTHER TRAFFIC INFRACTION,64
349,14,SEX CRIMES,63
350,14,JOSTLING,8
351,14,PETIT LARCENY,2267
352,14,CRIMINAL MISCHIEF & RELATED OFFENSES,144
353,14,MURDER & NON-NEGL. MANSLAUGHTER,11
354,14,MISCELLANEOUS PENAL LAW,203
355,14,OTHER STATE LAWS (NON PENAL LAW),208
356,14,CRIMINAL MISCHIEF & RELATED OF,6
357,14,ADMINISTRATIVE CODE,104
358,14,F.C.A. P.I.N.O.S.,13
359,14,THEFT-FRAUD,14
360,14,BURGLARY,189
361,14,OTHER STATE LAWS (NON PENAL LA,12
362,14,GRAND LARCENY,685
363,14,DISRUPTION OF A RELIGIOUS SERVICE,1
364,14,GAMBLING,1
365,14,OTHER STATE LAWS,469
366,14,VEHICLE AND TRAFFIC LAWS,197
367,14,OFFENSES RELATED TO CHILDREN,5
368,14,ALCOHOLIC BEVERAGE CONTROL LAW,7
369,14,DANGEROUS WEAPONS,199
370,14,LOITERING,7
371,14,ASSAULT 3 & RELATED OFFENSES,439
372,14,CHILD ABANDONMENT/NON SUPPORT,1
373,14,ROBBERY,135
374,14,LOITERING FOR DRUG PURPOSES,2
375,14,PROSTITUTION & RELATED OFFENSES,35
376,14,OTHER OFFENSES RELATED TO THEFT,2886
377,14,POSSESSION OF STOLEN PROPERTY,47
378,14,FORCIBLE TOUCHING,53
379,14,RAPE,4
380,14,OFFENSES AGAINST PUBLIC ADMINISTRATION,277
381,14,OFFENSES INVOLVING FRAUD,44
382,14,HARRASSMENT 2,3
383,14,FRAUDS,34
384,14,FRAUDULENT ACCOSTING,34
385,14,INTOXICATED/IMPAIRED DRIVING,4
386,14,OFFENSES AGAINST THE PERSON,40
387,14,FORGERY,230
388,14,INTOXICATED & IMPAIRED DRIVING,39
389,14,POSSESSION OF STOLEN PROPERTY 5,48
390,14,DISORDERLY CONDUCT,49
391,14,BURGLAR'S TOOLS,30
392,14,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),3
393,17,GRAND LARCENY,95
394,17,PROSTITUTION & RELATED OFFENSES,47
395,17,FORGERY,28
396,17,DISORDERLY CONDUCT,47
397,17,ADMINISTRATIVE CODE,3
398,17,F.C.A. P.I.N.O.S.,3
399,17,FRAUDS,6
400,17,SEX CRIMES,16
401,17,CRIMINAL MISCHIEF & RELATED OF,2
402,17,INTOXICATED/IMPAIRED DRIVING,1
403,17,OTHER STATE LAWS,27
404,17,CRIMINAL TRESPASS,49
405,17,FORCIBLE TOUCHING,15
406,17,BURGLARY,28
407,17,MURDER & NON-NEGL. MANSLAUGHTER,3
408,17,CRIMINAL MISCHIEF & RELATED OFFENSES,46
409,17,PETIT LARCENY,152
410,17,POSSESSION OF STOLEN PROPERTY,8
411,17,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,9
412,17,DANGEROUS DRUGS,156
413,17,OFF. AGNST PUB ORD SENSBLTY &,8
414,17,OFFENSES INVOLVING FRAUD,4
415,17,ASSAULT 3 & RELATED OFFENSES,143
416,17,OFFENSES AGAINST PUBLIC ADMINISTRATION,29
417,17,OFFENSES AGAINST THE PERSON,10
418,17,GRAND LARCENY OF MOTOR VEHICLE,1
419,17,BURGLAR'S TOOLS,1
420,17,FELONY ASSAULT,43
421,17,OTHER OFFENSES RELATED TO THEFT,124
422,17,THEFT-FRAUD,2
423,17,VEHICLE AND TRAFFIC LAWS,257
424,17,MISCELLANEOUS PENAL LAW,31
425,17,POSSESSION OF STOLEN PROPERTY 5,3
426,17,OTHER STATE LAWS (NON PENAL LAW),18
427,17,MOVING INFRACTIONS,23
428,17,INTOXICATED & IMPAIRED DRIVING,21
429,17,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),1
430,17,DANGEROUS WEAPONS,27
431,17,NEW YORK CITY HEALTH CODE,1
432,17,RAPE,2
433,17,ROBBERY,23
434,17,OTHER TRAFFIC INFRACTION,24
435,17,JOSTLING,2
436,18,MURDER & NON-NEGL. MANSLAUGHTER,1
437,18,OTHER STATE LAWS,114
438,18,CRIMINAL TRESPASS,113
439,18,PROSTITUTION & RELATED OFFENSES,112
440,18,FORGERY,111
441,18,NEW YORK CITY HEALTH CODE,1
442,18,GRAND LARCENY,625
443,18,CRIMINAL MISCHIEF & RELATED OFFENSES,104
444,18,OTHER TRAFFIC INFRACTION,25
445,18,RAPE,1
446,18,OTHER OFFENSES RELATED TO THEFT,609
447,18,POSSESSION OF STOLEN PROPERTY,21
448,18,DANGEROUS DRUGS,602
449,18,GAMBLING,2
450,18,BURGLARY,105
451,18,F.C.A. P.I.N.O.S.,7
452,18,ROBBERY,126
453,18,PETIT LARCENY,721
454,18,MISCELLANEOUS PENAL LAW,58
455,18,ASSAULT 3 & RELATED OFFENSES,383
456,18,THEFT-FRAUD,4
457,18,DISORDERLY CONDUCT,39
458,18,FRAUDS,10
459,18,OFF. AGNST PUB ORD SENSBLTY &,8
460,18,OFFENSES INVOLVING FRAUD,57
461,18,MOVING INFRACTIONS,1
462,18,OTHER STATE LAWS (NON PENAL LAW),142
463,18,HOMICIDE-NEGLIGENT-VEHICLE,2
464,18,OFFENSES AGAINST THE PERSON,34
465,18,FORCIBLE TOUCHING,24
466,18,DANGEROUS WEAPONS,54
467,18,INTOXICATED & IMPAIRED DRIVING,44
468,18,FELONY ASSAULT,128
469,18,OFFENSES AGAINST PUBLIC ADMINISTRATION,119
470,18,POSSESSION OF STOLEN PROPERTY 5,20
471,18,DISRUPTION OF A RELIGIOUS SERVICE,1
472,18,GRAND LARCENY OF MOTOR VEHICLE,1
473,18,INTOXICATED/IMPAIRED DRIVING,3
474,18,HARRASSMENT 2,1
475,18,FRAUDULENT ACCOSTING,19
476,18,SEX CRIMES,27
477,18,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,36
478,18,JOSTLING,3
479,18,CHILD ABANDONMENT/NON SUPPORT 1,1
480,18,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),5
481,18,BURGLAR'S TOOLS,27
482,18,ENDAN WELFARE INCOMP,1
483,18,ADMINISTRATIVE CODE,15
484,18,VEHICLE AND TRAFFIC LAWS,96
485,18,CRIMINAL MISCHIEF & RELATED OF,1
486,18,ANTICIPATORY OFFENSES,2
487,19,DISORDERLY CONDUCT,2
488,19,MISCELLANEOUS PENAL LAW,34
489,19,ADMINISTRATIVE CODE,7
490,19,RAPE,2
491,19,DANGEROUS WEAPONS,35
492,19,OTHER TRAFFIC INFRACTION,21
493,19,BURGLAR'S TOOLS,43
494,19,POSSESSION OF STOLEN PROPERTY 5,17
495,19,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),1
496,19,OTHER STATE LAWS,37
497,19,CRIMINAL TRESPASS,41
498,19,OFFENSES AGAINST THE PERSON,11
499,19,FRAUDS,7
500,19,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,22
501,19,THEFT-FRAUD,7
502,19,OTHER STATE LAWS (NON PENAL LAW),55
503,19,ENDAN WELFARE INCOMP,1
504,19,CRIMINAL MISCHIEF & RELATED OFFENSES,51
505,19,GRAND LARCENY OF MOTOR VEHICLE,3
506,19,GRAND LARCENY,384
507,19,FORGERY,49
508,19,INTOXICATED/IMPAIRED DRIVING,9
509,19,FORCIBLE TOUCHING,17
510,19,DANGEROUS DRUGS,57
511,19,OFFENSES AGAINST PUBLIC ADMINISTRATION,50
512,19,MOVING INFRACTIONS,8
513,19,OTHER OFFENSES RELATED TO THEFT,337
514,19,ARSON,8
515,19,PROSTITUTION & RELATED OFFENSES,44
516,19,SEX CRIMES,19
517,19,ASSAULT 3 & RELATED OFFENSES,203
518,19,F.C.A. P.I.N.O.S.,1
519,19,ROBBERY,70
520,19,CHILD ABANDONMENT/NON SUPPORT 1,1
521,19,FRAUDULENT ACCOSTING,1
522,19,MURDER & NON-NEGL. MANSLAUGHTER,2
523,19,FELONY ASSAULT,84
524,19,JOSTLING,2
525,19,VEHICLE AND TRAFFIC LAWS,258
526,19,POSSESSION OF STOLEN PROPERTY,15
527,19,PETIT LARCENY,663
528,19,BURGLARY,93
529,19,INTOXICATED & IMPAIRED DRIVING,53
530,19,ALCOHOLIC BEVERAGE CONTROL LAW,3
531,19,OFF. AGNST PUB ORD SENSBLTY &,16
532,19,OFFENSES INVOLVING FRAUD,54
533,20,PROSTITUTION & RELATED OFFENSES,12
534,20,ADMINISTRATIVE CODE,6
535,20,INTOXICATED & IMPAIRED DRIVING,60
536,20,OTHER STATE LAWS,13
537,20,MISCELLANEOUS PENAL LAW,38
538,20,MOVING INFRACTIONS,3
539,20,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),6
540,20,CRIMINAL MISCHIEF & RELATED OFFENSES,44
541,20,SEX CRIMES,27
542,20,POSSESSION OF STOLEN PROPERTY 5,9
543,20,FORCIBLE TOUCHING,14
544,20,CRIMINAL MISCHIEF & RELATED OF,3
545,20,OFFENSES AGAINST THE PERSON,6
546,20,FRAUDS,5
547,20,ROBBERY,29
548,20,DISORDERLY CONDUCT,45
549,20,OTHER STATE LAWS (NON PENAL LAW),53
550,20,FELONY ASSAULT,46
551,20,BURGLARY,16
552,20,POSSESSION OF STOLEN PROPERTY,10
553,20,BURGLAR'S TOOLS,17
554,20,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,10
555,20,OFFENSES INVOLVING FRAUD,3
556,20,FORGERY,34
557,20,DANGEROUS DRUGS,92
558,20,OTHER TRAFFIC INFRACTION,16
559,20,OFF. AGNST PUB ORD SENSBLTY &,11
560,20,ASSAULT 3 & RELATED OFFENSES,144
561,20,DANGEROUS WEAPONS,32
562,20,OFFENSES AGAINST PUBLIC ADMINISTRATION,64
563,20,CRIMINAL TRESPASS,39
564,20,GRAND LARCENY,107
565,20,GRAND LARCENY OF MOTOR VEHICLE,2
566,20,INTOXICATED/IMPAIRED DRIVING,3
567,20,KIDNAPPING & RELATED OFFENSES,1
568,20,OTHER OFFENSES RELATED TO THEFT,239
569,20,MURDER & NON-NEGL. MANSLAUGHTER,1
570,20,RAPE,1
571,20,THEFT-FRAUD,1
572,20,PETIT LARCENY,372
573,20,VEHICLE AND TRAFFIC LAWS,167
574,22,FRAUDS,2
575,22,VEHICLE AND TRAFFIC LAWS,68
576,22,FORGERY,2
577,22,ASSAULT 3 & RELATED OFFENSES,24
578,22,OFFENSES AGAINST THE PERSON,1
579,22,SEX CRIMES,1
580,22,OTHER TRAFFIC INFRACTION,2
581,22,CRIMINAL MISCHIEF & RELATED OFFENSES,2
582,22,ADMINISTRATIVE CODE,2
583,22,MISCELLANEOUS PENAL LAW,5
584,22,OTHER STATE LAWS (NON PENAL LAW),19
585,22,FELONY ASSAULT,3
586,22,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,9
587,22,FORCIBLE TOUCHING,1
588,22,ROBBERY,16
589,22,DANGEROUS WEAPONS,8
590,22,GRAND LARCENY,9
591,22,OFFENSES AGAINST PUBLIC ADMINISTRATION,8
592,22,DISORDERLY CONDUCT,1
593,22,DANGEROUS DRUGS,28
594,22,OTHER STATE LAWS,3
595,22,PETIT LARCENY,8
596,23,OFFENSES AGAINST THE PERSON,24
597,23,OTHER OFFENSES RELATED TO THEFT,407
598,23,CRIMINAL TRESPASS,356
599,23,OFFENSES AGAINST PUBLIC SAFETY,1
600,23,THEFT-FRAUD,1
601,23,GRAND LARCENY OF MOTOR VEHICLE,6
602,23,FORCIBLE TOUCHING,6
603,23,HARRASSMENT 2,1
604,23,OFF. AGNST PUB ORD SENSBLTY &,26
605,23,KIDNAPPING & RELATED OFFENSES,2
606,23,DANGEROUS DRUGS,1152
607,23,BURGLAR'S TOOLS,6
608,23,CRIMINAL MISCHIEF & RELATED OF,3
609,23,OFFENSES AGAINST PUBLIC ADMINISTRATION,200
610,23,GAMBLING,20
611,23,POSSESSION OF STOLEN PROPERTY 5,16
612,23,"LOITERING/GAMBLING (CARDS, DICE, ETC)",1
613,23,MOVING INFRACTIONS,1
614,23,MISCELLANEOUS PENAL LAW,139
615,23,FELONY ASSAULT,253
616,23,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),10
