,SchoolDist,OfnsDesc,CrimeCount
74,2,INTOXICATED & IMPAIRED DRIVING,600
75,2,ALCOHOLIC BEVERAGE CONTROL LAW,14
76,2,HARRASSMENT 2,13
77,2,KIDNAPPING & RELATED OFFENSES,5
78,2,MURDER & NON-NEGL. MANSLAUGHTER,68
79,2,OTHER STATE LAWS (NON PENAL LA,81
80,2,ANTICIPATORY OFFENSES,10
81,2,ARSON,13
82,2,GAMBLING,28
83,2,OFFENSES RELATED TO CHILDREN,5
84,2,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
85,2,CHILD ABANDONMENT/NON SUPPORT,1
86,2,FORCIBLE TOUCHING,176
87,2,DISRUPTION OF A RELIGIOUS SERVICE,2
88,2,HOMICIDE-NEGLIGENT-VEHICLE,2
89,2,CRIMINAL MISCHIEF & RELATED OFFENSES,1132
90,2,ADMINISTRATIVE CODES,1
91,2,ADMINISTRATIVE CODE,187
92,2,ESCAPE 3,1
93,2,POSSESSION OF STOLEN PROPERTY,202
94,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,1159
95,2,POSSESSION OF STOLEN PROPERTY 5,195
96,2,OFFENSES AGAINST THE PERSON,194
97,2,OTHER STATE LAWS,1358
98,2,PROSTITUTION & RELATED OFFENSES,307
99,2,DISORDERLY CONDUCT,226
100,2,CRIMINAL TRESPASS,996
101,2,CHILD ABANDONMENT/NON SUPPORT 1,5
102,2,OTHER STATE LAWS (NON PENAL LAW),915
103,2,VEHICLE AND TRAFFIC LAWS,1880
104,2,ASSAULT 3 & RELATED OFFENSES,2566
105,2,OFF. AGNST PUB ORD SENSBLTY &,126
106,2,LOITERING FOR DRUG PURPOSES,3
107,2,GRAND LARCENY,3221
108,2,ROBBERY,902
109,2,SEX CRIMES,236
110,2,FELONY ASSAULT,964
111,2,DANGEROUS DRUGS,4410
112,2,PETIT LARCENY,6181
113,2,BURGLAR'S TOOLS,257
114,3,ADMINISTRATIVE CODE,15
115,3,OTHER TRAFFIC INFRACTION,51
116,3,GAMBLING,57
117,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,51
118,3,ROBBERY,202
119,3,ASSAULT 3 & RELATED OFFENSES,612
120,3,OFFENSES AGAINST THE PERSON,26
121,3,BURGLAR'S TOOLS,27
122,3,POSSESSION OF STOLEN PROPERTY,24
123,3,GRAND LARCENY,279
124,3,FRAUDS,26
125,3,DISORDERLY CONDUCT,49
126,3,POSSESSION OF STOLEN PROPERTY 5,25
127,3,SEX CRIMES,48
128,3,ALCOHOLIC BEVERAGE CONTROL LAW,14
129,3,ANTICIPATORY OFFENSES,1
130,3,ESCAPE 3,1
131,3,FORCIBLE TOUCHING,23
132,3,FELONY ASSAULT,231
133,3,DANGEROUS DRUGS,1602
134,3,VEHICLE AND TRAFFIC LAWS,542
135,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),14
136,3,OTHER STATE LAWS (NON PENAL LA,8
137,3,FORGERY,133
138,3,OTHER STATE LAWS (NON PENAL LAW),97
139,3,OTHER STATE LAWS,126
140,3,THEFT-FRAUD,3
141,3,BURGLARY,100
142,3,KIDNAPPING & RELATED OFFENSES,1
143,3,HARRASSMENT 2,3
144,3,PETIT LARCENY,922
145,3,CRIMINAL MISCHIEF & RELATED OFFENSES,178
146,3,MISCELLANEOUS PENAL LAW,178
147,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,180
148,3,OFF. AGNST PUB ORD SENSBLTY &,29
149,3,INTOXICATED & IMPAIRED DRIVING,143
150,3,MOVING INFRACTIONS,4
151,3,INTOXICATED/IMPAIRED DRIVING,12
152,3,CRIMINAL MISCHIEF & RELATED OF,5
153,3,CRIMINAL TRESPASS,307
154,3,OFFENSES INVOLVING FRAUD,13
155,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",1
156,3,NEW YORK CITY HEALTH CODE,1
157,3,RAPE,1
158,3,OTHER OFFENSES RELATED TO THEFT,747
159,3,PROSTITUTION & RELATED OFFENSES,12
160,3,DANGEROUS WEAPONS,192
161,3,F.C.A. P.I.N.O.S.,4
162,3,GRAND LARCENY OF MOTOR VEHICLE,6
163,3,MURDER & NON-NEGL. MANSLAUGHTER,5
164,4,FELONY ASSAULT,428
165,4,FORGERY,110
166,4,CRIMINAL TRESPASS,425
167,4,MURDER & NON-NEGL. MANSLAUGHTER,30
168,4,OFFENSES AGAINST THE PERSON,35
169,4,BURGLARY,65
170,4,GRAND LARCENY,152
171,4,SEX CRIMES,152
172,4,OFFENSES AGAINST PUBLIC ADMINISTRATION,296
173,4,OTHER STATE LAWS (NON PENAL LAW),89
174,4,VEHICLE AND TRAFFIC LAWS,328
175,4,ROBBERY,192
176,4,MISCELLANEOUS PENAL LAW,207
177,4,CRIMINAL MISCHIEF & RELATED OFFENSES,203
178,4,OFF. AGNST PUB ORD SENSBLTY &,49
179,4,INTOXICATED & IMPAIRED DRIVING,80
180,4,DANGEROUS WEAPONS,382
181,4,OTHER TRAFFIC INFRACTION,51
182,4,OTHER STATE LAWS,65
183,4,RAPE,65
184,4,FORCIBLE TOUCHING,43
185,4,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,108
186,4,FRAUDS,21
187,4,"LOITERING/GAMBLING (CARDS, DICE, ETC)",2
188,4,OFFENSES INVOLVING FRAUD,22
189,4,ARSON,1
190,4,MOVING INFRACTIONS,2
191,4,INTOXICATED/IMPAIRED DRIVING,9
192,4,KIDNAPPING & RELATED OFFENSES,2
193,4,OTHER OFFENSES RELATED TO THEFT,1024
194,4,ANTICIPATORY OFFENSES,3
195,4,DISORDERLY CONDUCT,14
196,4,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),13
197,4,GRAND LARCENY OF MOTOR VEHICLE,12
198,4,POSSESSION OF STOLEN PROPERTY,12
199,4,CRIMINAL MISCHIEF & RELATED OF,8
200,4,ALCOHOLIC BEVERAGE CONTROL LAW,28
201,4,BURGLAR'S TOOLS,8
202,4,F.C.A. P.I.N.O.S.,10
203,4,PETIT LARCENY,536
204,4,CHILD ABANDONMENT/NON SUPPORT 1,1
205,4,ASSAULT 3 & RELATED OFFENSES,706
206,4,OFFENSES AGAINST PUBLIC SAFETY,1
207,4,POSSESSION OF STOLEN PROPERTY 5,26
208,4,OTHER STATE LAWS (NON PENAL LA,25
209,4,DANGEROUS DRUGS,1758
210,4,GAMBLING,28
211,4,NEW YORK CITY HEALTH CODE,1
212,4,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
213,4,THEFT-FRAUD,1
214,4,ADMINISTRATIVE CODE,26
215,4,HARRASSMENT 2,1
216,4,FRAUDULENT ACCOSTING,1
217,4,ESCAPE 3,1
218,5,DANGEROUS DRUGS,3363
219,5,FORGERY,285
220,5,CRIMINAL TRESPASS,348
221,5,FRAUDULENT ACCOSTING,7
222,5,THEFT-FRAUD,7
223,5,GAMBLING,108
224,5,OFFENSES AGAINST PUBLIC SAFETY,1
225,5,OFFENSES RELATED TO CHILDREN,1
226,5,DISORDERLY CONDUCT,6
227,5,GRAND LARCENY,257
228,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,195
229,5,KIDNAPPING & RELATED OFFENSES,3
230,5,MOVING INFRACTIONS,4
231,5,OTHER STATE LAWS (NON PENAL LAW),127
232,5,"LOITERING/GAMBLING (CARDS, DICE, ETC)",3
233,5,INTOXICATED & IMPAIRED DRIVING,153
234,5,CRIMINAL MISCHIEF & RELATED OFFENSES,296
235,5,OTHER STATE LAWS,173
236,5,ASSAULT 3 & RELATED OFFENSES,1048
237,5,NEW YORK CITY HEALTH CODE,2
238,5,VEHICLE AND TRAFFIC LAWS,1135
239,5,CHILD ABANDONMENT/NON SUPPORT 1,2
240,5,HARRASSMENT 2,2
241,5,OTHER OFFENSES RELATED TO THEFT,1286
242,5,OTHER TRAFFIC INFRACTION,121
243,5,BURGLARY,97
244,5,ROBBERY,281
245,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,392
246,5,PROSTITUTION & RELATED OFFENSES,21
247,5,OFFENSES AGAINST THE PERSON,57
248,5,POSSESSION OF STOLEN PROPERTY 5,26
249,5,BURGLAR'S TOOLS,15
250,5,ADMINISTRATIVE CODE,53
251,5,MISCELLANEOUS PENAL LAW,397
252,5,MURDER & NON-NEGL. MANSLAUGHTER,37
253,5,OTHER STATE LAWS (NON PENAL LA,39
254,5,FELONY ASSAULT,490
255,5,DANGEROUS WEAPONS,521
256,5,CRIMINAL MISCHIEF & RELATED OF,9
257,5,INTOXICATED/IMPAIRED DRIVING,22
258,5,PETIT LARCENY,567
259,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),21
260,5,OFFENSES INVOLVING FRAUD,42
261,5,FORCIBLE TOUCHING,15
262,5,ALCOHOLIC BEVERAGE CONTROL LAW,22
263,5,RAPE,14
264,5,GRAND LARCENY OF MOTOR VEHICLE,36
265,5,F.C.A. P.I.N.O.S.,14
266,5,POSSESSION OF STOLEN PROPERTY,31
267,5,SEX CRIMES,77
268,5,FRAUDS,64
269,5,OFF. AGNST PUB ORD SENSBLTY &,80
270,6,HARRASSMENT 2,1
271,6,OFF. AGNST PUB ORD SENSBLTY &,47
272,6,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),28
273,6,POSSESSION OF STOLEN PROPERTY 5,31
274,6,F.C.A. P.I.N.O.S.,23
275,6,HOMICIDE-NEGLIGENT-VEHICLE,1
276,6,INTOXICATED/IMPAIRED DRIVING,28
277,6,LOITERING,1
278,6,GRAND LARCENY OF MOTOR VEHICLE,41
279,6,OTHER STATE LAWS (NON PENAL LA,35
280,6,ADMINISTRATIVE CODES,1
281,6,ENDAN WELFARE INCOMP,1
282,6,ESCAPE 3,1
283,6,PROSTITUTION & RELATED OFFENSES,26
284,6,GRAND LARCENY,195
285,6,OFFENSES AGAINST THE PERSON,84
286,6,ALCOHOLIC BEVERAGE CONTROL LAW,51
287,6,THEFT-FRAUD,17
288,6,FORCIBLE TOUCHING,8
289,6,OFFENSES INVOLVING FRAUD,91
290,6,RAPE,11
291,6,SEX CRIMES,81
292,6,ANTICIPATORY OFFENSES,7
293,6,OFFENSES AGAINST PUBLIC SAFETY,12
294,6,ADMINISTRATIVE CODE,12
295,6,BURGLARY,108
296,6,LOITERING FOR DRUG PURPOSES,6
297,6,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,112
298,6,OTHER STATE LAWS (NON PENAL LAW),187
299,6,OTHER STATE LAWS,117
300,6,CRIMINAL MISCHIEF & RELATED OF,3
301,6,KIDNAPPING & RELATED OFFENSES,3
302,6,OTHER TRAFFIC INFRACTION,147
303,6,FRAUDS,51
304,6,BURGLAR'S TOOLS,15
305,6,OFFENSES RELATED TO CHILDREN,2
306,6,MOVING INFRACTIONS,15
307,6,ARSON,2
308,6,DISORDERLY CONDUCT,16
309,6,FORGERY,179
310,6,GAMBLING,120
311,6,MURDER & NON-NEGL. MANSLAUGHTER,29
312,6,POSSESSION OF STOLEN PROPERTY,36
313,6,INTOXICATED & IMPAIRED DRIVING,378
314,6,CRIMINAL MISCHIEF & RELATED OFFENSES,408
315,6,PETIT LARCENY,441
316,6,VEHICLE AND TRAFFIC LAWS,1086
317,6,ROBBERY,298
318,6,FELONY ASSAULT,451
319,6,DANGEROUS WEAPONS,591
320,6,OTHER OFFENSES RELATED TO THEFT,855
321,6,ASSAULT 3 & RELATED OFFENSES,1031
322,6,MISCELLANEOUS PENAL LAW,310
323,6,OFFENSES AGAINST PUBLIC ADMINISTRATION,310
324,6,DANGEROUS DRUGS,2934
325,6,CRIMINAL TRESPASS,364
326,7,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
327,7,POSSESSION OF STOLEN PROPERTY,11
328,7,MURDER & NON-NEGL. MANSLAUGHTER,62
329,7,OFFENSES AGAINST THE PERSON,50
330,7,F.C.A. P.I.N.O.S.,50
331,7,ADMINISTRATIVE CODE,2
332,7,MISCELLANEOUS PENAL LAW,240
333,7,BURGLAR'S TOOLS,10
334,7,CRIMINAL MISCHIEF & RELATED OFFENSES,392
335,7,ASSAULT 3 & RELATED OFFENSES,1478
336,7,HARRASSMENT 2,3
337,7,MOVING INFRACTIONS,3
338,7,KIDNAPPING & RELATED OFFENSES,3
339,7,OFFENSES AGAINST PUBLIC SAFETY,1
340,7,ENDAN WELFARE INCOMP,3
341,7,ALCOHOLIC BEVERAGE CONTROL LAW,3
342,7,FRAUDS,74
343,7,INTOXICATED & IMPAIRED DRIVING,118
344,7,OFF. AGNST PUB ORD SENSBLTY &,81
345,7,SEX CRIMES,116
346,7,ARSON,5
347,7,BURGLARY,108
348,7,CHILD ABANDONMENT/NON SUPPORT 1,4
349,7,THEFT-FRAUD,8
350,7,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,242
351,7,INTOXICATED/IMPAIRED DRIVING,13
352,7,OTHER OFFENSES RELATED TO THEFT,1794
353,7,ROBBERY,488
354,7,VEHICLE AND TRAFFIC LAWS,481
355,7,GAMBLING,26
356,7,DISORDERLY CONDUCT,1
357,7,CRIMINAL TRESPASS,467
358,7,ESCAPE 3,1
359,7,PETIT LARCENY,538
360,7,GRAND LARCENY,176
361,7,RAPE,20
362,7,FORGERY,170
363,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),18
364,7,PROSTITUTION & RELATED OFFENSES,2
365,7,OTHER STATE LAWS,158
366,7,POSSESSION OF STOLEN PROPERTY 5,33
367,7,GRAND LARCENY OF MOTOR VEHICLE,34
368,7,FELONY ASSAULT,631
369,7,CRIMINAL MISCHIEF & RELATED OF,13
370,7,OTHER STATE LAWS (NON PENAL LAW),44
371,7,OTHER TRAFFIC INFRACTION,43
372,7,DANGEROUS WEAPONS,623
373,7,OFFENSES INVOLVING FRAUD,37
374,7,OTHER STATE LAWS (NON PENAL LA,4
375,7,DANGEROUS DRUGS,2449
376,7,OFFENSES AGAINST PUBLIC ADMINISTRATION,442
377,7,FORCIBLE TOUCHING,16
378,8,CRIMINAL TRESPASS,325
379,8,THEFT-FRAUD,3
380,8,BURGLARY,146
381,8,KIDNAPPING & RELATED OFFENSES,2
382,8,RAPE,108
383,8,DISORDERLY CONDUCT,2
384,8,OFFENSES AGAINST PUBLIC SAFETY,3
385,8,OFFENSES AGAINST PUBLIC ADMINISTRATION,1248
386,8,GRAND LARCENY,175
387,8,ADMINISTRATIVE CODE,2
388,8,FELONY ASSAULT,775
389,8,BURGLAR'S TOOLS,5
390,8,DANGEROUS WEAPONS,502
391,8,OFFENSES INVOLVING FRAUD,24
392,8,PETIT LARCENY,488
393,8,POSSESSION OF STOLEN PROPERTY 5,28
394,8,MISCELLANEOUS PENAL LAW,450
395,8,INTOXICATED/IMPAIRED DRIVING,21
396,8,ARSON,30
397,8,GAMBLING,18
398,8,POSSESSION OF STOLEN PROPERTY,18
399,8,OTHER STATE LAWS (NON PENAL LAW),17
400,8,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),16
401,8,ROBBERY,436
402,8,OTHER OFFENSES RELATED TO THEFT,412
403,8,HARRASSMENT 2,4
404,8,MURDER & NON-NEGL. MANSLAUGHTER,51
405,8,GRAND LARCENY OF MOTOR VEHICLE,53
406,8,VEHICLE AND TRAFFIC LAWS,683
407,8,FORCIBLE TOUCHING,63
408,8,INTOXICATED & IMPAIRED DRIVING,189
409,8,ALCOHOLIC BEVERAGE CONTROL LAW,7
410,8,CRIMINAL MISCHIEF & RELATED OF,7
411,8,OTHER STATE LAWS (NON PENAL LA,7
412,8,OFFENSES AGAINST THE PERSON,68
413,8,OFF. AGNST PUB ORD SENSBLTY &,68
414,8,FORGERY,69
415,8,OTHER STATE LAWS,79
416,8,PROSTITUTION & RELATED OFFENSES,85
417,8,OTHER TRAFFIC INFRACTION,89
418,8,FRAUDS,52
419,8,CRIMINAL MISCHIEF & RELATED OFFENSES,385
420,8,F.C.A. P.I.N.O.S.,25
421,8,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
422,8,DANGEROUS DRUGS,1903
423,8,SEX CRIMES,205
424,8,ESCAPE 3,1
425,8,NEW YORK CITY HEALTH CODE,1
426,8,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,200
427,8,ENDAN WELFARE INCOMP,1
428,8,JOSTLING,1
429,8,ASSAULT 3 & RELATED OFFENSES,1607
430,9,OFFENSES RELATED TO CHILDREN,36
431,9,CHILD ABANDONMENT/NON SUPPORT 1,2
432,9,CHILD ABANDONMENT/NON SUPPORT,1
433,9,DANGEROUS DRUGS,2462
434,9,F.C.A. P.I.N.O.S.,72
435,9,OTHER STATE LAWS,170
436,9,OFFENSES AGAINST PUBLIC SAFETY,11
437,9,FRAUDULENT ACCOSTING,1
438,9,DISORDERLY CONDUCT,5
439,9,INTOXICATED/IMPAIRED DRIVING,17
440,9,FORCIBLE TOUCHING,17
441,9,FORGERY,253
442,9,ANTICIPATORY OFFENSES,2
443,9,VEHICLE AND TRAFFIC LAWS,765
444,9,ARSON,7
445,9,THEFT-FRAUD,18
446,9,ADMINISTRATIVE CODE,15
447,9,OFF. AGNST PUB ORD SENSBLTY &,49
448,9,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
449,9,ENDAN WELFARE INCOMP,7
450,9,OTHER TRAFFIC INFRACTION,39
451,9,GRAND LARCENY,248
452,9,MOVING INFRACTIONS,4
453,9,SEX CRIMES,103
454,9,MISCELLANEOUS PENAL LAW,333
455,9,ASSAULT 3 & RELATED OFFENSES,1769
456,9,GAMBLING,43
457,9,BURGLARY,138
458,9,CRIMINAL MISCHIEF & RELATED OFFENSES,671
459,9,HARRASSMENT 2,1
460,9,CRIMINAL TRESPASS,418
461,9,CRIMINAL MISCHIEF & RELATED OF,9
462,9,ALCOHOLIC BEVERAGE CONTROL LAW,23
463,9,OFFENSES AGAINST THE PERSON,60
464,9,FELONY ASSAULT,780
465,9,ROBBERY,541
466,9,OFFENSES INVOLVING FRAUD,90
467,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,550
468,9,OTHER OFFENSES RELATED TO THEFT,1429
469,9,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),21
470,9,OTHER STATE LAWS (NON PENAL LAW),117
471,9,RAPE,29
472,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,191
473,9,MURDER & NON-NEGL. MANSLAUGHTER,81
474,9,OTHER STATE LAWS (NON PENAL LA,26
475,9,PETIT LARCENY,740
476,9,DANGEROUS WEAPONS,701
477,9,PROSTITUTION & RELATED OFFENSES,78
478,9,FRAUDS,86
479,9,GRAND LARCENY OF MOTOR VEHICLE,31
480,9,POSSESSION OF STOLEN PROPERTY,20
481,9,POSSESSION OF STOLEN PROPERTY 5,31
482,9,KIDNAPPING & RELATED OFFENSES,5
483,9,BURGLAR'S TOOLS,25
484,9,INTOXICATED & IMPAIRED DRIVING,184
485,10,MOVING INFRACTIONS,1
486,10,FELONY ASSAULT,931
487,10,OTHER STATE LAWS,133
488,10,THEFT-FRAUD,4
489,10,ALCOHOLIC BEVERAGE CONTROL LAW,8
490,10,GRAND LARCENY OF MOTOR VEHICLE,43
491,10,CRIMINAL MISCHIEF & RELATED OF,7
492,10,GRAND LARCENY,354
493,10,VEHICLE AND TRAFFIC LAWS,843
494,10,PROSTITUTION & RELATED OFFENSES,66
495,10,OFFENSES RELATED TO CHILDREN,3
496,10,BURGLARY,211
497,10,INTOXICATED & IMPAIRED DRIVING,296
498,10,OFFENSES AGAINST THE PERSON,66
499,10,CRIMINAL TRESPASS,124
500,10,ARSON,3
501,10,ANTICIPATORY OFFENSES,1
502,10,OFFENSES INVOLVING FRAUD,58
503,10,ROBBERY,685
504,10,POSSESSION OF STOLEN PROPERTY 5,56
505,10,OFFENSES AGAINST PUBLIC SAFETY,3
506,10,POSSESSION OF STOLEN PROPERTY,39
507,10,MURDER & NON-NEGL. MANSLAUGHTER,61
508,10,ADMINISTRATIVE CODE,4
509,10,DANGEROUS WEAPONS,626
510,10,OFF. AGNST PUB ORD SENSBLTY &,93
511,10,HARRASSMENT 2,5
512,10,FRAUDS,32
513,10,FRAUDULENT ACCOSTING,31
514,10,CRIMINAL MISCHIEF & RELATED OFFENSES,558
515,10,OTHER TRAFFIC INFRACTION,75
516,10,GAMBLING,34
517,10,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),29
518,10,CHILD ABANDONMENT/NON SUPPORT 1,2
519,10,BURGLAR'S TOOLS,21
520,10,OFFENSES AGAINST PUBLIC ADMINISTRATION,464
521,10,INTOXICATED/IMPAIRED DRIVING,26
522,10,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
523,10,DANGEROUS DRUGS,3332
524,10,RAPE,25
525,10,FORGERY,185
526,10,OTHER STATE LAWS (NON PENAL LA,35
527,10,OTHER OFFENSES RELATED TO THEFT,872
528,10,F.C.A. P.I.N.O.S.,72
529,10,PETIT LARCENY,1081
530,10,MISCELLANEOUS PENAL LAW,331
531,10,FORCIBLE TOUCHING,15
532,10,SEX CRIMES,157
533,10,KIDNAPPING & RELATED OFFENSES,7
534,10,OTHER STATE LAWS (NON PENAL LAW),154
535,10,ENDAN WELFARE INCOMP,7
536,10,DISORDERLY CONDUCT,7
537,10,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,250
538,10,ASSAULT 3 & RELATED OFFENSES,2114
539,11,ARSON,4
540,11,OTHER TRAFFIC INFRACTION,85
541,11,VEHICLE AND TRAFFIC LAWS,894
542,11,OFFENSES RELATED TO CHILDREN,7
543,11,ADMINISTRATIVE CODE,4
544,11,OFFENSES AGAINST PUBLIC ADMINISTRATION,385
545,11,CRIMINAL MISCHIEF & RELATED OFFENSES,377
546,11,ENDAN WELFARE INCOMP,5
547,11,CHILD ABANDONMENT/NON SUPPORT 1,4
548,11,OTHER STATE LAWS,75
549,11,DISORDERLY CONDUCT,4
550,11,THEFT-FRAUD,7
551,11,SEX CRIMES,71
552,11,ANTICIPATORY OFFENSES,7
553,11,F.C.A. P.I.N.O.S.,73
554,11,DANGEROUS DRUGS,1789
555,11,FRAUDS,49
556,11,PETIT LARCENY,842
557,11,FELONY ASSAULT,614
558,11,FORGERY,132
559,11,BURGLAR'S TOOLS,13
560,11,DANGEROUS WEAPONS,549
561,11,OFFENSES INVOLVING FRAUD,41
562,11,PROSTITUTION & RELATED OFFENSES,41
563,11,GAMBLING,15
564,11,MURDER & NON-NEGL. MANSLAUGHTER,44
565,11,BURGLARY,199
566,11,CRIMINAL TRESPASS,184
567,11,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,166
568,11,ALCOHOLIC BEVERAGE CONTROL LAW,35
569,11,POSSESSION OF STOLEN PROPERTY,35
570,11,HARRASSMENT 2,1
571,11,OTHER OFFENSES RELATED TO THEFT,587
572,11,OTHER STATE LAWS (NON PENAL LAW),37
573,11,INTOXICATED & IMPAIRED DRIVING,183
574,11,OFFENSES AGAINST THE PERSON,45
575,11,OTHER STATE LAWS (NON PENAL LA,32
576,11,POSSESSION OF STOLEN PROPERTY 5,59
577,11,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",3
578,11,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),26
579,11,GRAND LARCENY,243
580,11,OFF. AGNST PUB ORD SENSBLTY &,57
581,11,GRAND LARCENY OF MOTOR VEHICLE,55
582,11,KIDNAPPING & RELATED OFFENSES,3
583,11,CRIMINAL MISCHIEF & RELATED OF,3
584,11,ASSAULT 3 & RELATED OFFENSES,1612
585,11,FORCIBLE TOUCHING,11
586,11,INTOXICATED/IMPAIRED DRIVING,26
587,11,MISCELLANEOUS PENAL LAW,241
588,11,RAPE,22
589,11,ROBBERY,494
590,11,OFFENSES AGAINST PUBLIC SAFETY,3
591,11,MOVING INFRACTIONS,3
592,12,POSSESSION OF STOLEN PROPERTY 5,20
593,12,OFF. AGNST PUB ORD SENSBLTY &,6
594,12,PETIT LARCENY,452
595,12,OFFENSES AGAINST PUBLIC ADMINISTRATION,219
596,12,CRIMINAL MISCHIEF & RELATED OF,6
597,12,FORGERY,83
598,12,VEHICLE AND TRAFFIC LAWS,506
599,12,OFFENSES INVOLVING FRAUD,29
600,12,MURDER & NON-NEGL. MANSLAUGHTER,8
601,12,OTHER TRAFFIC INFRACTION,32
602,12,OTHER STATE LAWS (NON PENAL LAW),9
603,12,OTHER STATE LAWS (NON PENAL LA,7
